Brand,Model,Launch Year,Segment,Fuel Type,Variants,Ex-Showroom Price (₹ Lakhs),Monthly Sales (Units),Battery / Mileage,Notable Features,Price Min (Lakh),Price Max (Lakh),Price Avg (Lakh),Is EV,Fuel Type Clean
Toyota,Fortuner,2015,SUV,Petrol,4,10.00 - 30.00,5202,17.0 kmpl,"Hill Hold, Airbags, Touchscreen, Power Windows, Leather Seats, Connected Car",10.0,30.0,20.0,ICE/Hybrid,Petrol
Force,Gurkha,2017,Compact SUV,Electric,10,8.40 - 23.40,13153,347 km range,"ESC, TPMS, Hill Hold, Touchscreen, Sunroof, Cruise Control, Wireless Charging, Voice Control",8.4,23.4,15.899999999999999,EV,EV
BMW,3 Series,2015,Compact SUV,Petrol,14,7.00 - 18.00,14795,24.6 kmpl,"EBD, ESC, Touchscreen, Sunroof, Cruise Control, Ventilated Seats, Power Windows, Connected Car",7.0,18.0,12.5,ICE/Hybrid,Petrol
Force,Gurkha,2016,Hatchback,Petrol/CNG,3,3.50 - 8.50,16542,25.2 kmpl,"ADAS, ABS, Ventilated Seats, Leather Seats, Touchscreen, Sunroof, AC, Connected Car, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Petrol/CNG
Mercedes,A-Class,2020,MPV,Petrol,24,8.00 - 20.00,6154,17.4 kmpl,"Hill Hold, Airbags, EBD, 360 Camera, Touchscreen, Ventilated Seats, Power Windows, HUD",8.0,20.0,14.0,ICE/Hybrid,Petrol
Nissan,Magnite,2016,Hatchback,Petrol,13,3.50 - 8.50,15564,20.0 kmpl,"EBD, ESC, ABS, Ventilated Seats, Touchscreen, Leather Seats, Sunroof, Power Windows, Apple CarPlay, Connected Car, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Petrol
Mercedes,GLA,2016,Hatchback,Petrol/CNG,15,3.50 - 8.50,19031,30.0 kmpl,"TPMS, ADAS, Airbags, AC, Power Windows, Cruise Control, HUD, Android Auto, Voice Control",3.5,8.5,6.0,ICE/Hybrid,Petrol/CNG
BYD,Atto 3,2018,Sedan,Diesel,14,6.00 - 15.00,11097,18.1 kmpl,"360 Camera, ADAS, ABS, Leather Seats, Touchscreen, Sunroof, Connected Car",6.0,15.0,10.5,ICE/Hybrid,Diesel
Audi,A4,2018,Sedan,Diesel,8,6.00 - 15.00,7823,20.2 kmpl,"360 Camera, Hill Hold, ABS, Ventilated Seats, Leather Seats, AC, Cruise Control, Connected Car",6.0,15.0,10.5,ICE/Hybrid,Diesel
Honda,Elevate,2018,Sedan,Petrol,21,6.00 - 15.00,8408,17.1 kmpl,"ABS, EBD, Hill Hold, Power Windows, Cruise Control, Touchscreen, Voice Control, HUD, Android Auto",6.0,15.0,10.5,ICE/Hybrid,Petrol
Toyota,Hilux,2022,Sedan,Petrol/CNG,23,6.00 - 15.00,12629,22.8 kmpl,"Hill Hold, 360 Camera, ESC, Cruise Control, Power Windows, Leather Seats, Android Auto, HUD, Wireless Charging",6.0,15.0,10.5,ICE/Hybrid,Petrol/CNG
Volkswagen,Taigun,2023,Compact SUV,Petrol/Diesel,17,7.00 - 18.00,8350,21.5 kmpl,"EBD, ABS, 360 Camera, TPMS, Power Windows, Leather Seats, Sunroof, Android Auto, HUD, Apple CarPlay",7.0,18.0,12.5,ICE/Hybrid,Petrol/Diesel
MG,Astor,2019,Sedan,Petrol/Diesel,14,6.00 - 15.00,5574,20.7 kmpl,"ESC, ABS, Airbags, Touchscreen, Cruise Control, Ventilated Seats, Connected Car",6.0,15.0,10.5,ICE/Hybrid,Petrol/Diesel
Nissan,Kicks,2019,Compact SUV,Electric,18,8.40 - 23.40,10621,228 km range,"ADAS, ABS, EBD, Airbags, AC, Sunroof, Leather Seats, Wireless Charging",8.4,23.4,15.899999999999999,EV,EV
Nissan,Magnite,2022,SUV,Petrol,10,10.00 - 30.00,3240,20.0 kmpl,"ESC, Airbags, ADAS, Cruise Control, Touchscreen, Power Windows, HUD",10.0,30.0,20.0,ICE/Hybrid,Petrol
MG,Hector,2023,Hatchback,Petrol,21,3.50 - 8.50,13550,17.1 kmpl,"Airbags, ADAS, ESC, AC, Power Windows, Ventilated Seats, HUD, Apple CarPlay, Connected Car",3.5,8.5,6.0,ICE/Hybrid,Petrol
Nissan,Kicks,2019,Compact SUV,Petrol,14,7.00 - 18.00,10117,21.6 kmpl,"Hill Hold, Airbags, ADAS, AC, Touchscreen, Sunroof, Android Auto",7.0,18.0,12.5,ICE/Hybrid,Petrol
Honda,WR-V,2023,Compact SUV,Petrol/CNG,14,7.00 - 18.00,6140,23.0 kmpl,"Hill Hold, ADAS, EBD, Leather Seats, Cruise Control, AC, Touchscreen, Wireless Charging, Voice Control, Apple CarPlay",7.0,18.0,12.5,ICE/Hybrid,Petrol/CNG
MG,ZS EV,2023,Compact SUV,Petrol,22,7.00 - 18.00,6555,20.8 kmpl,"EBD, 360 Camera, ABS, Sunroof, Power Windows, Ventilated Seats, Connected Car, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Petrol
Mercedes,GLA,2017,Compact SUV,Electric,10,8.40 - 23.40,12639,429 km range,"Airbags, ABS, ADAS, EBD, Ventilated Seats, Cruise Control, Leather Seats, AC, Touchscreen, HUD, Wireless Charging, Android Auto",8.4,23.4,15.899999999999999,EV,EV
Hyundai,Aura,2020,Hatchback,Petrol,8,3.50 - 8.50,14042,16.7 kmpl,"ESC, EBD, ABS, Leather Seats, Sunroof, Cruise Control, HUD",3.5,8.5,6.0,ICE/Hybrid,Petrol
Jeep,Meridian,2020,Hatchback,Petrol,18,3.50 - 8.50,8134,23.8 kmpl,"ESC, ADAS, EBD, 360 Camera, Leather Seats, Power Windows, AC, Apple CarPlay, Wireless Charging, Connected Car",3.5,8.5,6.0,ICE/Hybrid,Petrol
Renault,Kwid,2020,Sedan,Petrol/CNG,22,6.00 - 15.00,10037,21.0 kmpl,"360 Camera, Airbags, Sunroof, Leather Seats, Power Windows, AC, Apple CarPlay",6.0,15.0,10.5,ICE/Hybrid,Petrol/CNG
Maruti Suzuki,Swift,2020,Compact SUV,Petrol/CNG,17,7.00 - 18.00,10868,28.7 kmpl,"TPMS, 360 Camera, ADAS, ABS, Touchscreen, Cruise Control, Power Windows, AC, Sunroof, Wireless Charging",7.0,18.0,12.5,ICE/Hybrid,Petrol/CNG
Nissan,Magnite,2019,Sedan,Petrol,18,6.00 - 15.00,10868,24.1 kmpl,"EBD, TPMS, ADAS, Cruise Control, Power Windows, Leather Seats, Ventilated Seats, Touchscreen, HUD, Wireless Charging",6.0,15.0,10.5,ICE/Hybrid,Petrol
Citroen,C3,2019,Hatchback,Petrol,12,3.50 - 8.50,16211,19.8 kmpl,"ADAS, TPMS, AC, Leather Seats, Ventilated Seats, Power Windows, Sunroof, Wireless Charging, Connected Car, Android Auto",3.5,8.5,6.0,ICE/Hybrid,Petrol
Jeep,Compass,2015,SUV,Electric,14,12.00 - 39.00,4822,402 km range,"Airbags, ABS, 360 Camera, Cruise Control, Ventilated Seats, Touchscreen, AC, Leather Seats, Wireless Charging, Connected Car, Android Auto",12.0,39.0,25.5,EV,EV
Maruti Suzuki,Baleno,2022,Hatchback,Diesel,4,3.50 - 8.50,12783,21.3 kmpl,"ADAS, Airbags, Power Windows, Sunroof, Touchscreen, Ventilated Seats, Apple CarPlay, HUD, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Diesel
Renault,Triber,2016,Hatchback,Diesel,20,3.50 - 8.50,17021,27.9 kmpl,"TPMS, ESC, Cruise Control, Touchscreen, Sunroof, Voice Control",3.5,8.5,6.0,ICE/Hybrid,Diesel
Toyota,Fortuner,2021,Compact SUV,Petrol,10,7.00 - 18.00,13375,23.9 kmpl,"EBD, TPMS, ESC, AC, Sunroof, Ventilated Seats, Apple CarPlay, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Petrol
Volkswagen,Polo,2017,Sedan,Diesel,10,6.00 - 15.00,6825,24.5 kmpl,"ABS, ESC, Airbags, Cruise Control, AC, Power Windows, Touchscreen, Sunroof, HUD, Voice Control",6.0,15.0,10.5,ICE/Hybrid,Diesel
Toyota,Camry,2021,Hatchback,Petrol,1,3.50 - 8.50,11792,22.5 kmpl,"Airbags, ESC, EBD, Power Windows, Leather Seats, Touchscreen, Sunroof, Wireless Charging, Voice Control, Connected Car",3.5,8.5,6.0,ICE/Hybrid,Petrol
Skoda,Slavia,2016,Hatchback,Diesel,9,3.50 - 8.50,12987,21.8 kmpl,"Hill Hold, EBD, Cruise Control, Touchscreen, Ventilated Seats, AC, Voice Control",3.5,8.5,6.0,ICE/Hybrid,Diesel
Kia,EV6,2015,Hatchback,Diesel,5,3.50 - 8.50,17377,22.7 kmpl,"EBD, ABS, Airbags, ESC, AC, Touchscreen, Sunroof, Ventilated Seats, Voice Control, Android Auto",3.5,8.5,6.0,ICE/Hybrid,Diesel
BMW,3 Series,2021,Hatchback,Petrol,24,3.50 - 8.50,10795,21.6 kmpl,"360 Camera, ADAS, Hill Hold, Power Windows, Leather Seats, Sunroof, Ventilated Seats, Voice Control",3.5,8.5,6.0,ICE/Hybrid,Petrol
Mercedes,C-Class,2016,Electric Hatchback,Petrol,6,6.00 - 12.00,4010,19.7 kmpl,"Hill Hold, TPMS, ESC, Leather Seats, Cruise Control, Ventilated Seats, Sunroof, Voice Control, Apple CarPlay, HUD",6.0,12.0,9.0,ICE/Hybrid,Petrol
Tata,Safari,2017,Sedan,Petrol,14,6.00 - 15.00,7926,18.0 kmpl,"ESC, ABS, Ventilated Seats, Touchscreen, Cruise Control, Voice Control, Android Auto, Wireless Charging",6.0,15.0,10.5,ICE/Hybrid,Petrol
Hyundai,i20,2017,Sedan,Petrol,4,6.00 - 15.00,5775,25.0 kmpl,"ADAS, TPMS, Power Windows, Ventilated Seats, Touchscreen, Leather Seats, Voice Control",6.0,15.0,10.5,ICE/Hybrid,Petrol
Toyota,Hilux,2017,Sedan,Petrol,11,6.00 - 15.00,11843,15.3 kmpl,"ESC, 360 Camera, TPMS, AC, Ventilated Seats, Power Windows, HUD, Apple CarPlay, Voice Control",6.0,15.0,10.5,ICE/Hybrid,Petrol
Mahindra,Thar,2022,Hatchback,Petrol,23,3.50 - 8.50,9749,18.8 kmpl,"ABS, TPMS, AC, Ventilated Seats, Cruise Control, Touchscreen, Voice Control, Apple CarPlay, Android Auto",3.5,8.5,6.0,ICE/Hybrid,Petrol
Citroen,C3,2016,Electric SUV,Diesel,9,12.00 - 25.00,2526,26.1 kmpl,"TPMS, 360 Camera, Ventilated Seats, Cruise Control, Power Windows, Sunroof, Leather Seats, HUD, Android Auto",12.0,25.0,18.5,ICE/Hybrid,Diesel
BMW,X1,2023,SUV,Petrol,13,10.00 - 30.00,4561,21.2 kmpl,"ABS, TPMS, Power Windows, Cruise Control, Leather Seats, Ventilated Seats, Touchscreen, Apple CarPlay, Voice Control",10.0,30.0,20.0,ICE/Hybrid,Petrol
Lexus,NX,2020,Compact SUV,Petrol,23,7.00 - 18.00,8062,22.5 kmpl,"ADAS, TPMS, ABS, Touchscreen, Ventilated Seats, AC, Power Windows, Cruise Control, Wireless Charging, Voice Control, Connected Car",7.0,18.0,12.5,ICE/Hybrid,Petrol
Toyota,Innova,2017,SUV,Petrol,11,10.00 - 30.00,5843,24.6 kmpl,"Airbags, ABS, Leather Seats, Sunroof, Cruise Control, Power Windows, Ventilated Seats, Connected Car, HUD",10.0,30.0,20.0,ICE/Hybrid,Petrol
Toyota,Hilux,2017,Luxury,Petrol,5,30.00 - 100.00,847,24.9 kmpl,"360 Camera, ADAS, Power Windows, AC, Sunroof, Apple CarPlay, Wireless Charging",30.0,100.0,65.0,ICE/Hybrid,Petrol
Volkswagen,Virtus,2020,Hatchback,Petrol,25,3.50 - 8.50,12297,18.4 kmpl,"ABS, ADAS, EBD, 360 Camera, AC, Touchscreen, Sunroof, Ventilated Seats, Cruise Control, HUD, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Petrol
MG,Gloster,2019,SUV,Petrol,17,10.00 - 30.00,7198,24.7 kmpl,"360 Camera, ESC, EBD, Airbags, Cruise Control, Power Windows, Ventilated Seats, Leather Seats, Apple CarPlay, Connected Car",10.0,30.0,20.0,ICE/Hybrid,Petrol
BMW,X1,2015,Compact SUV,Diesel,6,7.00 - 18.00,5919,19.7 kmpl,"EBD, ADAS, Touchscreen, Power Windows, Ventilated Seats, AC, Android Auto, Connected Car",7.0,18.0,12.5,ICE/Hybrid,Diesel
Renault,Kiger,2016,SUV,Electric,12,12.00 - 39.00,4955,431 km range,"ESC, ADAS, EBD, Airbags, Touchscreen, Leather Seats, Cruise Control, Power Windows, Apple CarPlay, Voice Control",12.0,39.0,25.5,EV,EV
Renault,Triber,2015,SUV,Petrol,3,10.00 - 30.00,4742,17.7 kmpl,"Airbags, ADAS, ABS, Cruise Control, Touchscreen, Sunroof, Wireless Charging, Connected Car, Android Auto",10.0,30.0,20.0,ICE/Hybrid,Petrol
Mercedes,C-Class,2015,Sedan,Petrol,5,6.00 - 15.00,5451,21.5 kmpl,"EBD, 360 Camera, Leather Seats, AC, Touchscreen, Apple CarPlay, Android Auto",6.0,15.0,10.5,ICE/Hybrid,Petrol
Skoda,Kushaq,2015,Compact SUV,Diesel,19,7.00 - 18.00,7510,25.1 kmpl,"Hill Hold, ESC, TPMS, ABS, AC, Cruise Control, Power Windows, Ventilated Seats, Apple CarPlay, Android Auto",7.0,18.0,12.5,ICE/Hybrid,Diesel
Kia,EV6,2023,SUV,Diesel,9,10.00 - 30.00,3726,25.2 kmpl,"EBD, ABS, Airbags, TPMS, Ventilated Seats, Leather Seats, Power Windows, Touchscreen, Wireless Charging",10.0,30.0,20.0,ICE/Hybrid,Diesel
BYD,E6,2021,Compact SUV,Electric,25,8.40 - 23.40,8551,445 km range,"TPMS, Hill Hold, Cruise Control, AC, Power Windows, Touchscreen, Sunroof, Connected Car, Voice Control, Apple CarPlay",8.4,23.4,15.899999999999999,EV,EV
Hyundai,Creta,2023,MPV,Petrol,8,8.00 - 20.00,6251,18.6 kmpl,"360 Camera, TPMS, ESC, Power Windows, Sunroof, AC, Cruise Control, Touchscreen, Wireless Charging, Android Auto",8.0,20.0,14.0,ICE/Hybrid,Petrol
MG,ZS EV,2017,Hatchback,Diesel,12,3.50 - 8.50,14586,18.6 kmpl,"ABS, 360 Camera, ESC, Touchscreen, AC, Leather Seats, HUD, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Diesel
Audi,A4,2016,Sedan,Diesel,21,6.00 - 15.00,8736,25.2 kmpl,"Airbags, ABS, 360 Camera, Touchscreen, Cruise Control, AC, Ventilated Seats, Connected Car",6.0,15.0,10.5,ICE/Hybrid,Diesel
Toyota,Hilux,2021,SUV,Petrol,7,10.00 - 30.00,3992,18.8 kmpl,"TPMS, ABS, 360 Camera, ESC, Touchscreen, Sunroof, Ventilated Seats, Power Windows, AC, Voice Control",10.0,30.0,20.0,ICE/Hybrid,Petrol
Jeep,Compass,2018,SUV,Diesel,25,10.00 - 30.00,4704,20.9 kmpl,"Airbags, EBD, ABS, Leather Seats, Power Windows, Ventilated Seats, AC, HUD",10.0,30.0,20.0,ICE/Hybrid,Diesel
Mahindra,Bolero,2015,Electric SUV,Petrol,19,12.00 - 25.00,2598,15.7 kmpl,"ESC, TPMS, Airbags, EBD, Touchscreen, Leather Seats, AC, Cruise Control, Wireless Charging, HUD",12.0,25.0,18.5,ICE/Hybrid,Petrol
Hyundai,Alcazar,2022,Luxury,Diesel,6,30.00 - 100.00,774,25.1 kmpl,"Hill Hold, ABS, 360 Camera, ESC, Power Windows, Leather Seats, Sunroof, Connected Car",30.0,100.0,65.0,ICE/Hybrid,Diesel
Nissan,Kicks,2020,Hatchback,Petrol/Diesel,21,3.50 - 8.50,18443,20.5 kmpl,"EBD, ESC, ABS, 360 Camera, Sunroof, Leather Seats, Power Windows, Ventilated Seats, AC, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Petrol/Diesel
Maruti Suzuki,Brezza,2018,Compact SUV,Diesel,23,7.00 - 18.00,11571,22.0 kmpl,"Airbags, 360 Camera, Sunroof, Ventilated Seats, Touchscreen, Wireless Charging, HUD, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Diesel
Hyundai,Creta,2018,MPV,Petrol,15,8.00 - 20.00,2730,24.5 kmpl,"ESC, Airbags, Cruise Control, Sunroof, AC, Touchscreen, Power Windows, Wireless Charging, Apple CarPlay",8.0,20.0,14.0,ICE/Hybrid,Petrol
BYD,E6,2022,Sedan,Petrol,21,6.00 - 15.00,11340,16.9 kmpl,"360 Camera, ESC, EBD, Touchscreen, Cruise Control, Ventilated Seats, AC, Power Windows, Voice Control",6.0,15.0,10.5,ICE/Hybrid,Petrol
Kia,Sonet,2017,Sedan,Petrol,8,6.00 - 15.00,12898,20.2 kmpl,"360 Camera, ADAS, ESC, EBD, AC, Sunroof, Cruise Control, Touchscreen, Ventilated Seats, Voice Control",6.0,15.0,10.5,ICE/Hybrid,Petrol
Citroen,C3,2021,Sedan,Petrol,23,6.00 - 15.00,13307,17.9 kmpl,"ADAS, 360 Camera, ABS, ESC, Touchscreen, Sunroof, Ventilated Seats, Connected Car, HUD",6.0,15.0,10.5,ICE/Hybrid,Petrol
Maruti Suzuki,Wagon R,2015,SUV,Diesel,11,10.00 - 30.00,5962,21.4 kmpl,"TPMS, Airbags, Power Windows, Touchscreen, Ventilated Seats, AC, Cruise Control, Voice Control, Apple CarPlay, Wireless Charging",10.0,30.0,20.0,ICE/Hybrid,Diesel
Jeep,Meridian,2021,SUV,Diesel,9,10.00 - 30.00,6226,20.6 kmpl,"Airbags, ABS, EBD, TPMS, Sunroof, Ventilated Seats, Cruise Control, Wireless Charging",10.0,30.0,20.0,ICE/Hybrid,Diesel
Mahindra,Thar,2019,Sedan,Diesel,4,6.00 - 15.00,7220,24.1 kmpl,"ESC, ADAS, EBD, ABS, Touchscreen, Sunroof, Power Windows, Cruise Control, Wireless Charging",6.0,15.0,10.5,ICE/Hybrid,Diesel
Toyota,Fortuner,2017,Hatchback,Electric,11,4.20 - 11.05,18970,364 km range,"Airbags, ESC, EBD, 360 Camera, Ventilated Seats, Cruise Control, Touchscreen, AC, Power Windows, Apple CarPlay, Wireless Charging, HUD",4.2,11.05,7.625,EV,EV
Tata,Altroz,2022,Hatchback,Petrol,14,3.50 - 8.50,14848,18.0 kmpl,"ESC, EBD, TPMS, Airbags, Ventilated Seats, Cruise Control, Power Windows, Touchscreen, Wireless Charging, Android Auto, HUD",3.5,8.5,6.0,ICE/Hybrid,Petrol
Volkswagen,Polo,2015,Hatchback,Electric,23,4.20 - 11.05,19211,495 km range,"360 Camera, ADAS, Hill Hold, ABS, Power Windows, Sunroof, AC, Ventilated Seats, Android Auto, HUD, Apple CarPlay",4.2,11.05,7.625,EV,EV
MG,ZS EV,2020,SUV,Petrol/CNG,5,10.00 - 30.00,2913,27.1 kmpl,"EBD, Hill Hold, ADAS, TPMS, Cruise Control, Ventilated Seats, Touchscreen, Wireless Charging, Voice Control, Apple CarPlay",10.0,30.0,20.0,ICE/Hybrid,Petrol/CNG
Citroen,C5 Aircross,2015,Compact SUV,Petrol,17,7.00 - 18.00,7282,20.2 kmpl,"TPMS, EBD, Sunroof, Ventilated Seats, Power Windows, Leather Seats, Touchscreen, Wireless Charging, HUD",7.0,18.0,12.5,ICE/Hybrid,Petrol
Hyundai,Alcazar,2016,Hatchback,Petrol/CNG,25,3.50 - 8.50,13513,21.9 kmpl,"Airbags, ADAS, ABS, Power Windows, Cruise Control, Leather Seats, Sunroof, AC, Connected Car, HUD",3.5,8.5,6.0,ICE/Hybrid,Petrol/CNG
Kia,Seltos,2020,Hatchback,Petrol,7,3.50 - 8.50,10315,24.3 kmpl,"ESC, EBD, Touchscreen, Ventilated Seats, Sunroof, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Petrol
Nissan,Kicks,2019,Sedan,Petrol/CNG,9,6.00 - 15.00,7834,22.2 kmpl,"EBD, Airbags, 360 Camera, AC, Touchscreen, Power Windows, Voice Control",6.0,15.0,10.5,ICE/Hybrid,Petrol/CNG
BMW,2 Series,2015,Compact SUV,Petrol,16,7.00 - 18.00,14524,16.3 kmpl,"Hill Hold, Airbags, ESC, AC, Ventilated Seats, Power Windows, Cruise Control, Touchscreen, HUD, Connected Car",7.0,18.0,12.5,ICE/Hybrid,Petrol
Volkswagen,Virtus,2020,Compact SUV,Petrol,7,7.00 - 18.00,13895,19.4 kmpl,"TPMS, 360 Camera, Airbags, ADAS, Leather Seats, AC, Cruise Control, Sunroof, Ventilated Seats, Wireless Charging, HUD",7.0,18.0,12.5,ICE/Hybrid,Petrol
Mercedes,A-Class,2019,Sedan,Petrol,19,6.00 - 15.00,7837,17.6 kmpl,"ADAS, ESC, ABS, Ventilated Seats, Power Windows, Touchscreen, Connected Car, Android Auto, Apple CarPlay",6.0,15.0,10.5,ICE/Hybrid,Petrol
MG,Gloster,2017,Compact SUV,Petrol,10,7.00 - 18.00,9166,18.3 kmpl,"TPMS, EBD, Power Windows, Sunroof, Cruise Control, HUD, Android Auto, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Petrol
Renault,Kwid,2021,Sedan,Petrol,23,6.00 - 15.00,5944,19.4 kmpl,"ABS, Hill Hold, Cruise Control, Touchscreen, Ventilated Seats, Wireless Charging",6.0,15.0,10.5,ICE/Hybrid,Petrol
Maruti Suzuki,Ertiga,2022,SUV,Petrol,9,10.00 - 30.00,5260,19.3 kmpl,"EBD, ESC, Hill Hold, ADAS, Power Windows, AC, Touchscreen, Sunroof, Ventilated Seats, Android Auto, Apple CarPlay, Wireless Charging",10.0,30.0,20.0,ICE/Hybrid,Petrol
Honda,Amaze,2020,Hatchback,Diesel,20,3.50 - 8.50,11056,20.3 kmpl,"TPMS, ADAS, AC, Sunroof, Touchscreen, Cruise Control, Wireless Charging, HUD",3.5,8.5,6.0,ICE/Hybrid,Diesel
Skoda,Slavia,2017,Compact SUV,Petrol,21,7.00 - 18.00,14210,20.3 kmpl,"ESC, ADAS, Sunroof, Power Windows, AC, Ventilated Seats, Touchscreen, HUD",7.0,18.0,12.5,ICE/Hybrid,Petrol
MG,Hector,2018,Sedan,Petrol,13,6.00 - 15.00,11535,21.1 kmpl,"TPMS, EBD, ABS, ESC, Cruise Control, Sunroof, Ventilated Seats, Leather Seats, Apple CarPlay, Voice Control",6.0,15.0,10.5,ICE/Hybrid,Petrol
Mercedes,A-Class,2021,Sedan,Petrol/CNG,25,6.00 - 15.00,13022,21.5 kmpl,"ADAS, TPMS, Power Windows, Sunroof, AC, Leather Seats, Voice Control, Android Auto",6.0,15.0,10.5,ICE/Hybrid,Petrol/CNG
Skoda,Kushaq,2023,MPV,Electric,10,9.60 - 26.00,4778,224 km range,"EBD, 360 Camera, Sunroof, Touchscreen, Ventilated Seats, Power Windows, AC, HUD, Apple CarPlay",9.6,26.0,17.8,EV,EV
BYD,Atto 3,2016,Hatchback,Petrol/CNG,11,3.50 - 8.50,19627,27.6 kmpl,"ADAS, 360 Camera, Sunroof, Leather Seats, AC, Voice Control",3.5,8.5,6.0,ICE/Hybrid,Petrol/CNG
Citroen,C5 Aircross,2021,Electric SUV,Petrol,14,12.00 - 25.00,2638,16.0 kmpl,"ABS, EBD, Hill Hold, Sunroof, Cruise Control, Ventilated Seats, Android Auto, Apple CarPlay, Connected Car",12.0,25.0,18.5,ICE/Hybrid,Petrol
Volkswagen,Taigun,2023,Compact SUV,Electric,23,8.40 - 23.40,5645,443 km range,"Hill Hold, EBD, Touchscreen, AC, Ventilated Seats, Cruise Control, Android Auto, Apple CarPlay, Wireless Charging",8.4,23.4,15.899999999999999,EV,EV
Maruti Suzuki,Fronx,2016,SUV,Diesel,10,10.00 - 30.00,6873,20.9 kmpl,"TPMS, ABS, Leather Seats, AC, Power Windows, Android Auto, Voice Control, Apple CarPlay",10.0,30.0,20.0,ICE/Hybrid,Diesel
Citroen,C5 Aircross,2015,Electric SUV,Petrol,24,12.00 - 25.00,2340,20.1 kmpl,"ABS, Airbags, TPMS, Leather Seats, Sunroof, Touchscreen, Wireless Charging, HUD",12.0,25.0,18.5,ICE/Hybrid,Petrol
Honda,City,2016,SUV,Petrol,3,10.00 - 30.00,6741,23.8 kmpl,"TPMS, EBD, Hill Hold, ABS, Cruise Control, Power Windows, Touchscreen, Leather Seats, AC, Voice Control, Wireless Charging, Android Auto",10.0,30.0,20.0,ICE/Hybrid,Petrol
Citroen,C3,2023,Compact SUV,Electric,3,8.40 - 23.40,7431,367 km range,"ESC, Hill Hold, 360 Camera, Airbags, AC, Power Windows, Leather Seats, HUD, Connected Car",8.4,23.4,15.899999999999999,EV,EV
Volkswagen,Polo,2022,Compact SUV,Petrol,5,7.00 - 18.00,10902,22.0 kmpl,"360 Camera, ABS, Cruise Control, Power Windows, Touchscreen, HUD, Connected Car, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Petrol
Volkswagen,Polo,2022,Hatchback,Petrol,4,3.50 - 8.50,14670,17.6 kmpl,"360 Camera, Hill Hold, ABS, Leather Seats, Sunroof, Ventilated Seats, Voice Control, HUD, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Petrol
Citroen,C5 Aircross,2021,Sedan,Petrol,20,6.00 - 15.00,8866,16.0 kmpl,"Airbags, EBD, Hill Hold, AC, Ventilated Seats, Touchscreen, Power Windows, Leather Seats, Connected Car, Apple CarPlay, HUD",6.0,15.0,10.5,ICE/Hybrid,Petrol
Maruti Suzuki,Baleno,2018,Hatchback,Petrol,21,3.50 - 8.50,17018,22.8 kmpl,"EBD, Airbags, Ventilated Seats, Leather Seats, Power Windows, AC, Voice Control",3.5,8.5,6.0,ICE/Hybrid,Petrol
Renault,Kwid,2023,Sedan,Electric,11,7.20 - 19.50,6715,425 km range,"ABS, 360 Camera, TPMS, Hill Hold, Ventilated Seats, Touchscreen, Leather Seats, AC, HUD",7.2,19.5,13.35,EV,EV
Lexus,RX,2023,Compact SUV,Petrol,14,7.00 - 18.00,7804,18.3 kmpl,"ABS, EBD, Sunroof, Touchscreen, Power Windows, AC, Leather Seats, Wireless Charging, Android Auto",7.0,18.0,12.5,ICE/Hybrid,Petrol
Nissan,Magnite,2015,Compact SUV,Petrol,8,7.00 - 18.00,12799,19.8 kmpl,"ESC, Airbags, EBD, ADAS, Leather Seats, Touchscreen, Ventilated Seats, Cruise Control, Apple CarPlay, HUD, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Petrol
Honda,Amaze,2018,Sedan,Petrol,8,6.00 - 15.00,7696,22.6 kmpl,"EBD, Hill Hold, ESC, Airbags, Ventilated Seats, Power Windows, Leather Seats, Voice Control",6.0,15.0,10.5,ICE/Hybrid,Petrol
BMW,2 Series,2016,Compact SUV,Diesel,13,7.00 - 18.00,10655,27.5 kmpl,"EBD, ESC, Hill Hold, Leather Seats, Power Windows, Touchscreen, AC, Ventilated Seats, Wireless Charging, Voice Control, Android Auto",7.0,18.0,12.5,ICE/Hybrid,Diesel
Tata,Altroz,2015,Electric Hatchback,Electric,17,7.20 - 15.60,3928,221 km range,"Hill Hold, ABS, TPMS, EBD, Leather Seats, Cruise Control, AC, Sunroof, Android Auto",7.2,15.6,11.4,EV,EV
Toyota,Fortuner,2022,Hatchback,Petrol,21,3.50 - 8.50,11682,17.8 kmpl,"EBD, Airbags, ADAS, ESC, Power Windows, Cruise Control, AC, Touchscreen, Leather Seats, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Petrol
Citroen,C3,2015,Compact SUV,Petrol,11,7.00 - 18.00,14125,17.1 kmpl,"ABS, ADAS, Cruise Control, Power Windows, Ventilated Seats, Sunroof, Wireless Charging",7.0,18.0,12.5,ICE/Hybrid,Petrol
